,city,temp,max temp,humidity,cloudiness,wind speed,lat,lon,city country,city datetime
300,mys shmidta,34.07,34.07,93,97,4.14,62.06,48.62,RU,1571882554
301,maldonado,55.4,55.4,82,0,4.7,-34.91,-54.96,UY,1571882555
302,hamilton,48.76,54,75,5,8.05,43.26,-79.87,CA,1571882370
303,kremenchuk,54.7,54.7,49,100,3.91,49.08,33.43,UA,1571882557
304,pacific grove,48.92,52,76,75,1.9,47.26,-122.25,US,1571882557
305,mutata,69.57,69.57,97,86,0.96,7.24,-76.44,CO,1571882558
306,sao joao da barra,70.5,70.5,88,100,6.11,20.51,76.21,IN,1571882559
307,aykhal,12.2,12.2,92,66,4.47,65.95,111.51,RU,1571882560
309,elizabeth city,50.77,61,47,1,5.82,40.66,-74.21,US,1571882561
310,galveston,55.04,59,58,1,18.21,40.58,-86.19,US,1571882562
311,syracuse,43.65,50,66,1,5.82,43.05,-76.15,US,1571882445
312,paamiut,35.6,35.6,69,100,8.57,61.99,-49.67,GL,1571882564
313,killarney,75.99,75.99,27,0,1.99,-28.34,152.3,AU,1571882564
314,hasaki,68.29,71.01,68,75,14.99,35.73,140.83,JP,1571882565
315,macau,76.96,76.96,84,15,19.42,-5.11,-36.64,BR,1571882435
316,tefe,73.85,73.85,97,92,1.03,-3.35,-64.71,BR,1571882566
317,lavrentiya,28.27,28.27,74,18,15.97,65.58,-170.99,RU,1571882567
318,nizhnevartovsk,30.2,30.2,100,90,13.42,60.93,76.58,RU,1571882568
319,port-gentil,79.23,79.23,82,100,7.67,-0.72,8.78,GA,1571882568
320,okhotsk,27.95,27.95,52,2,9.37,59.36,143.24,RU,1571882569
322,chapais,42.8,42.8,93,90,9.17,49.78,-74.86,CA,1571882571
323,buraydah,75.2,75.2,33,20,3.36,26.33,43.97,SA,1571882572
324,maceio,73.4,73.4,94,20,5.82,-9.67,-35.74,BR,1571882502
325,roma,62.02,69.01,45,33,5.82,41.89,12.48,IT,1571882278
326,vila velha,60.78,63,100,75,8.05,45.18,8.4,IT,1571882574
327,plettenberg bay,50.86,57.2,100,100,4.7,51.21,7.87,DE,1571882574
328,matara,59.41,59.41,82,36,5.28,-3.48,29.48,BI,1571882575
329,manyana,76.73,84.99,51,0,9.17,-35.26,150.51,AU,1571882576
330,gagnoa,71.02,71.02,99,100,1.48,6.13,-5.95,CI,1571882577
332,brae,51.8,51.8,87,67,28.86,60.4,-1.35,GB,1571882578
333,longhua,65.19,65.19,80,100,2.48,29.21,106.21,CN,1571882579
334,nanchang,76.93,76.93,44,0,7.52,28.68,115.89,CN,1571882580
335,lazaro cardenas,77.02,87.8,16,5,3.36,29.05,-111.04,MX,1571882583
336,boralday,32,32,34,49,4.47,43.36,76.86,KZ,1571882584
338,hovd,46.42,53.01,93,100,3.36,63.83,10.7,NO,1571882585
339,timmins,41,41,80,75,6.93,48.48,-81.33,CA,1571882586
340,porto belo,50.74,53.01,93,20,2.24,41.15,-8.61,PT,1571882400
341,narsaq,30.2,30.2,74,40,4.7,60.91,-46.05,GL,1571882588
342,puerto escondido,51.8,51.8,57,100,27.51,-51.62,-69.23,AR,1571882588
343,iskateley,26.1,26.1,88,100,9.86,67.68,53.15,RU,1571882589
345,ziarat,48.22,48.22,20,0,1.88,30.38,67.73,PK,1571882590
346,cap malheureux,53.53,57,93,90,4.7,49.27,-1.21,FR,1571882591
347,port macquarie,77.32,77.32,71,43,1.48,-7.04,29.76,CD,1571882344
348,sinnamary,81.45,81.45,77,6,15.84,5.38,-52.96,GF,1571882592
349,ishigaki,78.8,78.8,65,20,11.41,24.34,124.16,JP,1571882596
351,barbastro,47.89,51.01,93,49,1.12,42.04,0.13,ES,1571882598
352,ust-tsilma,28.02,28.02,91,100,6.55,65.44,52.15,RU,1571882598
353,creel,49.68,49.68,66,0,1.79,27.75,-107.63,MX,1571882599
354,kostomuksha,32.59,32.59,94,96,6.31,64.59,30.6,RU,1571882600
355,natchitoches,54.28,55.4,87,1,4.54,31.76,-93.09,US,1571882601
356,sibolga,82.42,82.42,71,25,3.13,1.74,98.78,ID,1571882601
357,kawalu,85.42,85.42,39,11,7.14,-7.38,108.21,ID,1571882602
358,namibe,68.88,68.88,70,0,7.76,-15.19,12.15,AO,1571882603
359,geraldton,33.8,33.8,86,90,10.29,49.72,-86.95,CA,1571882603
360,okha,40.64,40.64,59,21,2.98,53.59,142.95,RU,1571882604
361,grahamstown,57.99,57.99,83,51,3,-33.31,26.53,ZA,1571882605
362,mabaruma,73.08,73.08,98,32,1.54,8.2,-59.78,GY,1571882606
363,leningradskiy,22.24,22.24,78,100,25.88,69.38,178.42,RU,1571882606
364,adrar,64.4,64.4,23,33,10.29,27.87,-0.29,DZ,1571882607
365,denpasar,82.4,82.4,83,20,6.93,-8.65,115.22,ID,1571882425
366,soe,48.09,48.2,93,90,8.05,57.91,26.05,EE,1571882608
367,ocos,75.2,75.2,100,75,9.17,14.51,-92.19,GT,1571882609
368,coahuayana,72.73,72.73,85,26,2.93,18.62,-100.35,MX,1571882610
371,fairbanks,37.2,39.2,55,75,8.05,64.84,-147.72,US,1571882612
372,half moon bay,77,77,94,75,1.36,6.38,-10.7,LR,1571882613
373,cagliari,46.42,53.01,93,75,9.17,46.38,10.88,IT,1571882613
375,labuhan,93.47,93.47,33,7,3.38,-2.54,115.51,ID,1571882615
376,abu samrah,64.35,68,100,75,2.24,34.51,131.49,JP,1571882615
377,berlevag,33.35,33.35,71,100,12.77,70.86,29.09,NO,1571882616
378,trinidad,80.24,80.24,68,100,2.64,-14.83,-64.9,BO,1571882467
380,khorixas,64.94,64.94,30,80,4.65,-20.37,14.96,NA,1571882618
382,sambava,71.96,71.96,96,78,1.99,-14.27,50.17,MG,1571882620
383,asosa,63.28,63.28,91,0,4.83,10.07,34.53,ET,1571882620
384,srednekolymsk,2.84,2.84,94,76,6.51,67.46,153.71,RU,1571882621
385,dicabisagan,83.21,83.21,69,4,6.89,17.08,122.42,PH,1571882622
386,ushtobe,49.35,49.35,36,100,4.38,45.25,77.98,KZ,1571882623
387,guerrero negro,71.6,71.6,43,40,4.7,-24.19,-65.45,AR,1571882623
388,alice springs,48.51,48.51,82,54,3.49,-32.79,26.83,ZA,1571882551
389,amapa,80.6,80.6,83,75,4.7,15.09,-87.97,HN,1571882625
390,qeshm,76.06,77,65,0,7.29,26.96,56.27,IR,1571882625
391,camacha,64.4,64.4,68,75,3.36,33.08,-16.33,PT,1571882626
392,oranjestad,82.4,82.4,78,40,12.75,12.52,-70.03,AW,1571882477
393,dalvik,47.46,48.2,93,36,8.05,57.79,14.13,SE,1571882627
394,baoding,68.09,68.09,55,100,4.81,38.86,115.49,CN,1571882628
395,kushima,68.83,69.8,94,75,19.46,31.5,131.29,JP,1571882629
396,mount gambier,47.53,50,93,40,5.82,53.66,-1.85,GB,1571882630
397,abu kamal,64.35,68,100,75,2.24,34.51,131.49,JP,1571882630
399,huarmey,64.62,64.62,71,100,1.57,-10.07,-78.15,PE,1571882632
400,rehoboth,63.55,63.55,16,0,8.5,-23.31,17.08,NA,1571882632
401,ankazoabo,74.23,74.23,67,0,2.39,-22.29,44.51,MG,1571882633
402,zakamensk,24.28,24.28,56,0,2.64,50.38,103.29,RU,1571882634
403,baykalsk,33.46,33.46,53,0,1.77,51.52,104.15,RU,1571882634
404,klaksvik,39.2,39.2,86,100,14.99,62.23,-6.59,FO,1571882635
405,oksfjord,27,28.4,86,100,10.29,70.24,22.35,NO,1571882636
407,vidim,50.88,54,100,90,2.24,50.47,14.53,CZ,1571882637
408,port lincoln,77.32,77.32,71,43,1.48,-7.04,29.76,CD,1571882638
409,urengoy,22.32,22.32,95,100,9.86,65.96,78.37,RU,1571882639
410,beloha,76.71,76.71,64,0,8.37,-25.17,45.06,MG,1571882639
412,puerto penasco,51.8,51.8,57,100,27.51,-51.62,-69.23,AR,1571882588
416,balikpapan,93.24,93.24,51,87,2.13,-1.24,116.86,ID,1571882643
417,dinga,64.4,64.4,88,20,5.64,32.64,73.72,PK,1571882644
418,champasak,80.6,80.6,83,75,4.7,14.89,105.88,LA,1571882645
419,juegang,71.33,73.99,73,2,1.01,32.31,121.18,CN,1571882646
420,torata,83.23,89.6,78,90,6.93,-3.6,-79.89,EC,1571882646
422,tikrit,73.13,73.13,37,100,5.17,34.62,43.68,IQ,1571882648
424,husavik,31.8,35.01,68,55,5.99,50.56,-96.99,CA,1571882649
426,pangai,80.6,80.6,57,90,10.29,-19.8,-174.35,TO,1571882651
427,pandamatenga,75.15,75.15,39,99,4.38,-18.54,25.64,BW,1571882651
428,mildura,94.57,96.01,9,0,12.75,-34.18,142.16,AU,1571882652
429,pisco,62.31,62.6,82,100,9.17,-13.71,-76.2,PE,1571882653
430,kungurtug,21.63,21.63,59,98,2.3,50.6,97.53,RU,1571882653
431,hawkesbury,50,51.01,76,75,12.75,45.61,-74.6,CA,1571882654
432,zhanakorgan,47.89,47.89,37,19,2.75,43.91,67.25,KZ,1571882655
433,nizhniy kuranakh,44.69,46,93,20,2.24,45.39,39.24,RU,1571882656
434,baykit,24.4,24.4,87,100,3.29,61.68,96.39,RU,1571882656
435,bonthe,78.26,78.26,85,100,4.97,7.53,-12.5,SL,1571882657
436,nyurba,22.69,22.69,77,25,3.65,63.29,118.35,RU,1571882658
437,cody,32.22,37,59,90,8.05,44.53,-109.06,US,1571882658
438,palapye,72.01,72.01,53,79,4.14,-22.54,27.12,BW,1571882659
439,kaohsiung,82.83,84.2,62,75,3.36,22.62,120.31,TW,1571882660
440,raduzhnyy,29.44,29.44,95,100,11.65,62.1,77.47,RU,1571882661
441,buala,83.32,83.32,75,64,11.1,-8.15,159.59,SB,1571882661
442,takayama,66.18,71.01,77,75,2.24,36.14,137.25,JP,1571882662
443,lompoc,69.21,75.2,46,1,6.93,34.64,-120.46,US,1571882663
445,lithakia,60.06,66.99,76,0,6.67,37.72,20.83,GR,1571882664
446,port augusta,77.32,77.32,71,43,1.48,-7.04,29.76,CD,1571882468
448,lagoa,56.16,57.99,82,4,8.08,37.14,-8.45,PT,1571882666
450,garowe,74.32,74.32,75,66,5.99,8.41,48.48,SO,1571882668
451,palmer,95.56,97,9,0,18.34,-34.85,139.16,AU,1571882668
453,dudinka,24.8,24.8,85,40,22.37,69.41,86.18,RU,1571882670
454,isla vista,75,75,89,63,1.01,18.03,-95.53,MX,1571882670
455,upernavik,22.93,22.93,60,79,9.69,72.79,-56.15,GL,1571882671
456,san dionisio del mar,82.13,82.13,58,72,5.68,13.3,-4.9,ML,1571882672
457,chippewa falls,50.2,54,87,90,9.17,42.02,-88.42,US,1571882673
458,odesa,40.82,44.01,100,0,1.12,54.5,24.82,LT,1571882673
459,williams lake,63.36,63.36,38,0,9.17,-33.03,116.88,AU,1571882674
460,torbay,44.44,45,75,90,12.75,47.66,-52.73,CA,1571882675
461,aubenas,55.94,57,93,100,3.36,44.62,4.39,FR,1571882675
462,nazca,56.57,56.57,80,28,1.05,-14.83,-74.94,PE,1571882676
463,skelleftea,32,32,94,94,2.24,64.75,20.95,SE,1571882677
464,vanavara,24.87,24.87,85,99,6.73,60.35,102.28,RU,1571882678
465,nishihara,68.47,72,72,75,18.34,35.74,139.53,JP,1571882678
466,ahipara,66.99,66.99,69,34,1.01,-35.17,173.16,NZ,1571882679
467,rawson,46.4,46.4,93,75,8.05,-43.3,-65.11,AR,1571882680
468,aswan,73.4,73.4,40,0,6.93,24.09,32.9,EG,1571882680
469,skibbereen,46.4,46.4,100,20,8.05,51.55,-9.27,IE,1571882681
470,murdochville,41.52,41.52,99,100,2.59,48.96,-65.49,CA,1571882682
471,bogorodskoye,38.8,38.8,75,100,3.85,52.37,140.44,RU,1571882683
472,belmonte,46.78,48.99,95,19,5.35,40.36,-7.35,PT,1571882683
473,aasiaat,22.55,22.55,61,100,10.76,68.71,-52.87,GL,1571882684
474,gizycko,46.35,46.35,86,0,6.73,54.04,21.76,PL,1571882685
475,phek,60.71,60.71,96,99,2.55,25.7,94.46,IN,1571882686
476,vao,44.33,44.33,96,61,5.88,59.1,26.19,EE,1571882686
477,pathein,88.61,88.61,63,4,3.22,16.78,94.73,MM,1571882687
478,port blair,77.32,77.32,71,43,1.48,-7.04,29.76,CD,1571882688
479,vanimo,84.18,84.18,65,32,5.01,-2.67,141.3,PG,1571882688
480,broome,53.96,55.99,100,89,4.63,52.47,1.45,GB,1571882689
481,lasa,64.96,69.8,73,75,8.05,34.92,32.53,CY,1571882690
482,richards bay,36.1,39.2,80,90,10.29,46.84,-95.91,US,1571882691
483,batagay,6.73,6.73,82,74,2.04,67.65,134.64,RU,1571882691
485,tamala,46.11,46.11,87,0,3.24,52.54,43.26,RU,1571882693
486,birjand,44.6,44.6,36,0,4.7,32.86,59.22,IR,1571882604
487,olbia,64.4,64.4,82,40,16.11,40.92,9.49,IT,1571882412
488,ende,79.39,79.39,72,81,5.73,-8.84,121.65,ID,1571882695
490,fujin,55.04,55.04,37,0,9.13,47.24,132.03,CN,1571882696
491,jennersdorf,45.57,48,100,75,1.12,46.94,16.14,AT,1571882697
492,murindo,69.57,69.57,97,86,0.96,6.98,-76.75,CO,1571882698
493,padang,80.11,80.11,60,6,2.86,-0.92,100.36,ID,1571882698
494,arcachon,56.35,59,87,90,26.4,44.65,-1.18,FR,1571882699
495,pangnirtung,34.56,34.56,72,100,16.11,66.15,-65.72,CA,1571882700
496,vila do maio,60.82,63,100,75,8.05,45.18,8.4,IT,1571882701
497,vostok,55.18,55.18,34,0,2.35,46.45,135.83,RU,1571882702
498,kuala terengganu,86.47,86.47,65,49,1.63,3.38,98.62,ID,1571882702
499,dryden,30.2,30.2,92,90,10.29,49.79,-92.84,CA,1571882703
500,daugavpils,40.86,40.86,98,16,3.85,55.88,26.53,LV,1571882704
501,kavieng,83.7,83.7,75,83,13.98,-2.57,150.8,PG,1571882705
502,zhaoyuan,57.33,57.33,34,54,2.68,45.52,125.08,CN,1571882705
503,dunedin,48.99,48.99,65,100,18.01,-45.87,170.5,NZ,1571882706
504,kolarovo,54,54,87,0,4,44.02,26.88,BG,1571882707
506,kefalos,68,68,82,0,12.75,36.75,26.96,GR,1571882708
507,rivera,54.32,54.32,93,0,2.15,-30.9,-55.54,UY,1571882575
508,bambanglipuro,87.12,87.12,49,12,12.17,-7.95,110.28,ID,1571882710
510,gua musang,82.67,82.67,72,0,10.18,11.21,122.05,PH,1571882711
511,nuuk,32,32,61,100,3.36,64.17,-51.74,GL,1571882712
513,bereda,52.7,55.99,82,75,8.05,43.27,-7.54,ES,1571882713
514,kasulu,68,68,100,75,2.84,-4.57,30.11,TZ,1571882714
515,kodino,38.14,38.14,89,100,8.77,63.72,39.64,RU,1571882715
516,linxia,30.54,30.54,95,100,4.76,35.6,103.21,CN,1571882716
517,nam tha,38.88,38.88,70,92,4.72,29.42,90.91,CN,1571882716
519,pudozh,36.82,36.82,95,96,4.45,61.81,36.54,RU,1571882718
521,coihaique,50,50,53,67,3.36,-45.58,-72.07,CL,1571882719
522,sorong,89.87,89.87,56,91,2.06,-0.86,131.25,ID,1571882720
524,yelatma,48.85,48.85,90,87,3.22,54.97,41.75,RU,1571882721
526,yeppoon,80.6,80.6,39,0,10.29,-23.13,150.74,AU,1571882723
528,coquimbo,55.4,55.4,87,90,6.93,-29.95,-71.34,CL,1571882724
529,nizip,54.1,59,58,75,4.7,37.01,37.79,TR,1571882725
530,codrington,82.11,87.01,28,0,3.36,-28.95,153.24,AU,1571882725
531,zwedru,71.35,71.35,99,99,1.07,6.07,-8.13,LR,1571882726
532,pontian kecil,83.5,88,83,75,2.24,1.49,103.39,MY,1571882727
533,tilichiki,18.48,18.48,60,0,7.63,60.47,166.1,RU,1571882728
534,fuji,65.08,65.08,78,100,3.13,29.15,105.37,CN,1571882728
535,cam pha,59,59,58,0,6.04,-38.98,-67.82,AR,1571882729
537,padre paraiso,73.62,73.62,91,100,2.19,-3.74,-59.2,BR,1571882730
538,kenai,47.68,48.2,61,75,9.17,60.55,-151.26,US,1571882731
539,nouakchott,78.8,78.8,69,100,8.05,18.08,-15.98,MR,1571882732
541,galesong,89.6,89.6,38,6,2.24,-5.32,119.37,ID,1571882593
543,catuday,81.84,81.84,76,67,7.09,16.29,119.81,PH,1571882734
545,benjamin aceval,66.99,66.99,35,0,8.99,33.58,-99.79,US,1571882736
547,zambezi,65.62,65.62,80,87,1.03,-13.55,23.12,ZM,1571882737
548,acapulco,82.4,82.4,83,40,4.7,16.86,-99.88,MX,1571882675
549,talisayan,89.29,91,62,20,4.7,14.31,120.97,PH,1571882739
550,atherton,81.59,84,51,100,16.11,-17.27,145.48,AU,1571882739
551,saint-pierre,54.34,57.2,93,40,12.75,48.95,4.24,FR,1571882740
552,surok,85.1,85.1,65,3,6.87,11.63,125.42,PH,1571882741
553,yulara,98.6,98.6,9,73,18.34,-25.24,130.99,AU,1571882741
555,beisfjord,28.99,30.2,92,100,11.41,68.38,17.6,NO,1571882743
556,winnemucca,53.74,57.2,15,1,10.29,40.97,-117.74,US,1571882744
557,beinamar,70.95,70.95,95,100,3.96,8.67,15.38,TD,1571882744
558,inhambane,74.75,74.75,91,71,11.56,-23.87,35.38,MZ,1571882745
559,cockburn town,91.4,91.4,10,0,18.34,-32.08,141,AU,1571882746
560,san isidro,82.13,82.13,58,72,5.68,13.3,-4.9,ML,1571882672
561,san buenaventura,82.13,82.13,58,72,5.68,13.3,-4.9,ML,1571882672
562,sokoni,64.87,64.87,51,5,4.12,-12.89,28.78,CD,1571882748
564,bilibino,2.12,2.12,97,100,2.98,68.06,166.44,RU,1571882749
565,yangambi,69.48,69.48,96,100,1.68,0.77,24.47,CD,1571882750
566,sassandra,75.25,75.25,93,100,3.22,4.95,-6.09,CI,1571882751
567,hay river,95.18,95.18,12,2,16.37,-34.51,144.84,AU,1571882752
569,sola,69.26,69.26,72,0,5.1,-3.17,33.8,TZ,1571882753
570,rocha,50.32,50.32,83,0,6.44,-34.48,-54.34,UY,1571882754
571,necochea,42.01,42.01,83,100,5.99,-38.55,-58.74,AR,1571882754
572,nemuro,55.4,55.4,54,20,10.29,43.32,145.57,JP,1571882755
573,panique,82.74,82.74,78,4,10.78,12.48,122.02,PH,1571882756
574,yoichi,58.87,61,66,75,5.82,43.19,140.77,JP,1571882757
576,yerbogachen,22.37,22.37,82,82,7.31,61.28,108.01,RU,1571882758
577,paola,56.68,64.4,93,33,18.34,39.36,16.04,IT,1571882759
578,ossora,30,30,77,96,18.66,59.24,163.07,RU,1571882759
580,kenitra,54.66,55,93,40,8.05,34.26,-6.57,MA,1571882761
581,sao sebastiao,70.5,70.5,88,100,6.11,20.51,76.21,IN,1571882559
582,oktyabrskiy,49.57,51.8,71,75,4.47,55.61,37.97,RU,1571882763
583,mogwase,61.66,61.66,15,0,5.41,-25.28,27.22,ZA,1571882764
584,komsomolskiy,20.12,20.12,90,62,11.74,67.55,63.78,RU,1571882765
585,manaure,84.2,84.2,66,75,2.24,11.78,-72.45,CO,1571882765
586,dingle,85.19,85.19,71,1,7.78,11,122.67,PH,1571882766
587,dolores,51.48,51.48,68,0,2.66,-33.53,-58.22,UY,1571882767
588,zhigansk,9.63,9.63,92,100,11.74,66.77,123.37,RU,1571882768
589,tak,78.8,78.8,88,20,3.36,16.87,99.12,TH,1571882768
591,traverse city,59.02,62.01,93,75,8.05,44.94,7.12,IT,1571882770
592,panama city,77.72,80.6,83,40,2.24,8.97,-79.53,PA,1571882770
593,kyabe,72.43,72.43,88,99,1.81,9.45,18.94,TD,1571882771
594,caravelas,72.61,72.61,95,100,8.05,-17.73,-39.27,BR,1571882772
595,stuttgart,49.98,55,100,100,4.7,48.78,9.18,DE,1571882619
596,san policarpo,82.13,82.13,58,72,5.68,13.3,-4.9,ML,1571882773
597,bobon,85.55,85.55,66,1,7.52,12.53,124.56,PH,1571882774
598,yanam,77,77,94,90,5.82,16.73,82.22,IN,1571882775
599,basco,56.84,62.01,71,40,6.93,40.33,-91.2,US,1571882776
600,cuneo,58.55,63,88,75,18.34,44.39,7.55,IT,1571882776
601,khewra,74.59,74.59,33,0,4.63,32.65,73.01,PK,1571882777
603,prince george,34.79,35.6,97,90,6.93,52.97,-108.38,CA,1571882778
605,bridlington,50.05,51.8,100,100,3.36,54.08,-0.19,GB,1571882780
606,bati,59.11,59.11,49,0,7.43,11.19,40.02,ET,1571882780
607,flin flon,54.48,57.2,87,90,6.93,48.5,6.66,FR,1571882781
608,yumen,35.83,35.83,21,1,15.3,40.29,97.04,CN,1571882782
609,karratha,83.64,83.64,49,0,5.93,-20.74,116.85,AU,1571882783
612,chesma,43.5,43.5,88,100,13.22,53.81,60.65,RU,1571882785
613,coxquihui,63.55,63.55,92,85,4.34,20.18,-97.59,MX,1571882786
614,ewa beach,62.28,62.28,99,100,3.18,5.76,9.91,CM,1571882786
615,namatanai,84.22,84.22,72,19,16.89,-3.66,152.44,PG,1571882787
617,ploemeur,54.75,55.99,93,90,4.7,47.73,-3.43,FR,1571882789
618,magistralnyy,27.72,27.72,60,100,6.69,56.17,107.45,RU,1571882789
620,talnakh,24.8,24.8,85,40,22.37,69.49,88.39,RU,1571882791
